[02:34:18] [main/INFO]: ModLauncher running: args [--username, RedRanger5577, --version, Sky High, --gameDir, C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High, --assetsDir, C:\Users\one\AppData\Roaming\.minecraft\assets, --assetIndex, 1.19, --uuid, ed8ee4031c614ae1b390b38e808c3315, --accessToken, ????????, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, mojang, --versionType, release, --width, 925, --height, 530, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.8, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[02:34:18] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[02:34:20] [main/INFO]: Found mod file rubidium-0.6.2a.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file rubidium-extra-0.4.17+mc1.19.2-build.71.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file rubidium_extras-1.19.2_v1.3.2.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file savage_and_ravage-1.19.2-5.0.4.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file SereneSeasons-1.19.2-8.1.0.23.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file ShieldExpansion-1.19.2-1.1.6.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file silent-gear-1.19.2-3.2.5.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file silent-lib-1.19.2-7.0.3.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file Simple+Bracers+1.1.0-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file Simple+Corinthium+1.2.2-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file Simple+Weapons+1.3.8+-+1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file sleep+time+1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file sophisticatedbackpacks-1.19.2-3.18.40.779.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file sophisticatedcore-1.19.2-0.5.38.203.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file sophisticatedstorage-1.19.2-0.6.16.276.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file soundphysics-forge-1.19.2-1.0.18.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file spiderstpo-1.19.2-2.0.4.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file squatgrow-3.0.0-build.33+mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file TerraBlender-forge-1.19.2-2.0.1.136.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file TextruesRubidiumOptions-1.0.4-mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file the_bumblezone_forge-6.7.7+1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file theoneprobe-1.19-6.2.2.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file time-in-a-bottle-3.0.1-mc1.19.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file tl_skin_cape_forge_1.19_1.19.2-1.27.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file u_team_core-1.19.2-4.4.3.236.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file VillainousFishAI-forge-1.19.2-1.1.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file voicechat-forge-1.19.2-2.4.3.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file wandering-bags-1.19.2-2.0.6.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/INFO]: Found mod file zombieawareness-1.19.2-1.12.3.jar of type MOD with provider {mods folder locator at C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods}
[02:34:20] [main/WARN]: Mod file C:\Users\one\AppData\Roaming\.minecraft\libraries\net\minecraftforge\fmlcore\1.19.2-43.2.8\fmlcore-1.19.2-43.2.8.jar is missing mods.toml file
[02:34:20] [main/WARN]: Mod file C:\Users\one\AppData\Roaming\.minecraft\libraries\net\minecraftforge\javafmllanguage\1.19.2-43.2.8\javafmllanguage-1.19.2-43.2.8.jar is missing mods.toml file
[02:34:20] [main/WARN]: Mod file C:\Users\one\AppData\Roaming\.minecraft\libraries\net\minecraftforge\lowcodelanguage\1.19.2-43.2.8\lowcodelanguage-1.19.2-43.2.8.jar is missing mods.toml file
[02:34:20] [main/WARN]: Mod file C:\Users\one\AppData\Roaming\.minecraft\libraries\net\minecraftforge\mclanguage\1.19.2-43.2.8\mclanguage-1.19.2-43.2.8.jar is missing mods.toml file
[02:34:20] [main/INFO]: Found mod file fmlcore-1.19.2-43.2.8.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@7f02251
[02:34:20] [main/INFO]: Found mod file javafmllanguage-1.19.2-43.2.8.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@7f02251
[02:34:20] [main/INFO]: Found mod file lowcodelanguage-1.19.2-43.2.8.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@7f02251
[02:34:20] [main/INFO]: Found mod file mclanguage-1.19.2-43.2.8.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@7f02251
[02:34:20] [main/INFO]: Found mod file client-1.19.2-20220805.130853-srg.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@7f02251
[02:34:20] [main/INFO]: Found mod file forge-1.19.2-43.2.8-universal.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@7f02251
[02:34:21] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: apexcore. Using Mod File: C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods\apexcore-1.19.2-7.3.1.jar
[02:34:21] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: cloth_config. Using Mod File: C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods\cloth-config-8.2.88-forge.jar
[02:34:21] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: flywheel. Using Mod File: C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods\flywheel-forge-1.19.2-0.6.8.a.jar
[02:34:21] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: expandability. Using Mod File: C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High\mods\expandability-7.0.0.jar
[02:34:21] [main/INFO]: Found 11 dependencies adding them to mods collection
[02:34:21] [main/INFO]: Found mod file mixinextras-forge-0.2.0-beta.5.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@48cd9a2c
[02:34:21] [main/INFO]: Found mod file jankson-1.2.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@48cd9a2c
[02:34:21] [main/INFO]: Found mod file commonality-1.19.2-4.2.1.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@48cd9a2c
[02:34:21] [main/INFO]: Found mod file MixinExtras-0.2.0-beta.5.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@48cd9a2c
[02:34:21] [main/INFO]: Found mod file create_dragon_lib-1.19.2-1.1.2.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@48cd9a2c
[02:34:21] [main/INFO]: Found mod file ColaMixinConfig-v1.0.2.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@48cd9a2c
[02:34:21] [main/INFO]: Found mod file spectrelib-forge-0.12.4+1.19.2.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@48cd9a2c
[02:34:21] [main/INFO]: Found mod file paragon-forge-3.0.2-1.19x.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@48cd9a2c
[02:34:21] [main/INFO]: Found mod file toml4j-0.7.2.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@48cd9a2c
[02:34:21] [main/INFO]: Found mod file Registrate-MC1.19-1.1.5.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@48cd9a2c
[02:34:21] [main/INFO]: Found mod file snakeyaml-1.27.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@48cd9a2c
[02:34:24] [main/ERROR]: Mixin config dynamiclightsreforged.mixins.json does not specify "minVersion" property
[02:34:24] [main/INFO]: Compatibility level set to JAVA_17
[02:34:24] [main/ERROR]: Mixin config bendylib.mixins.json does not specify "minVersion" property
[02:34:24] [main/ERROR]: Mixin config mixins.oculus.compat.sodium.json does not specify "minVersion" property
[02:34:24] [main/ERROR]: Mixin config rottencreatures-common.mixins.json does not specify "minVersion" property
[02:34:24] [main/ERROR]: Mixin config rottencreatures.mixins.json does not specify "minVersion" property
[02:34:25] [main/INFO]: Successfully loaded Mixin Connector [com.sonicether.soundphysics.MixinConnector]
[02:34:25] [main/INFO]: Successfully loaded Mixin Connector [org.tlauncher.MixinConnector]
[02:34:25] [main/INFO]: Launching target 'forgeclient' with arguments [--version, Sky High, --gameDir, C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High, --assetsDir, C:\Users\one\AppData\Roaming\.minecraft\assets, --uuid, ed8ee4031c614ae1b390b38e808c3315, --username, RedRanger5577, --assetIndex, 1.19, --accessToken, ????????, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, mojang, --versionType, release, --width, 925, --height, 530]
[02:34:25] [main/WARN]: Reference map 'grapplemod.refmap.json' for grapplemod.mixins.json could not be read. If this is a development environment you can ignore this message
[02:34:25] [main/INFO]: Loaded configuration file for Rubidium: 30 options available, 0 override(s) found
[02:34:25] [main/WARN]: Reference map 'dummmmmmy-forge-refmap.json' for dummmmmmy.mixins.json could not be read. If this is a development environment you can ignore this message
[02:34:25] [main/WARN]: Reference map 'alloyed.refmap.json' for alloyed.mixins.json could not be read. If this is a development environment you can ignore this message
[02:34:25] [main/WARN]: Reference map 'createsifter.refmap.json' for createsifter.mixins.json could not be read. If this is a development environment you can ignore this message
[02:34:25] [main/WARN]: Reference map '${refmap_target}refmap.json' for oreganized.mixins.json could not be read. If this is a development environment you can ignore this message
[02:34:25] [main/WARN]: Reference map '${refmap_target}refmap.json' for corgilib.forge.mixins.json could not be read. If this is a development environment you can ignore this message
[02:34:25] [main/WARN]: Reference map 'rottencreatures-forge-refmap.json' for rottencreatures.mixins.json could not be read. If this is a development environment you can ignore this message
[02:34:25] [main/INFO]: Loaded configuration file for Sodium Extra: 28 options available, 0 override(s) found
[02:34:26] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[02:34:26] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[02:34:26] [main/INFO]: Injected ASMUContainerMenuHook call into ServerPlayer#initMenu
[02:34:26] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[02:34:26] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[02:34:26] [main/INFO]: Replaced 2 calls to Enchantment#getMaxLevel() in net/minecraft/world/inventory/AnvilMenu
[02:34:26] [main/INFO]: Patching FishingHook#catchingFish
[02:34:27] [main/WARN]: Error loading class: net/optifine/shaders/Shaders (java.lang.ClassNotFoundException: net.optifine.shaders.Shaders)
[02:34:27] [main/WARN]: Error loading class: net/optifine/shaders/ShadersCompatibility (java.lang.ClassNotFoundException: net.optifine.shaders.ShadersCompatibility)
[02:34:27] [main/WARN]: Error loading class: net/optifine/shaders/Programs (java.lang.ClassNotFoundException: net.optifine.shaders.Programs)
[02:34:27] [main/WARN]: Error loading class: net/optifine/util/BlockUtils (java.lang.ClassNotFoundException: net.optifine.util.BlockUtils)
[02:34:27] [main/WARN]: Error loading class: ca/spottedleaf/starlight/common/light/StarLightEngine (java.lang.ClassNotFoundException: ca.spottedleaf.starlight.common.light.StarLightEngine)
[02:34:27] [main/WARN]: Error loading class: link/infra/indium/renderer/render/TerrainRenderContext (java.lang.ClassNotFoundException: link.infra.indium.renderer.render.TerrainRenderContext)
[02:34:27] [main/INFO]: Replaced 1 calls to Enchantment#getMaxLevel() in net/minecraft/world/entity/npc/VillagerTrades$EnchantBookForEmeralds
[02:34:27] [main/INFO]: Replaced 1 calls to Enchantment#isTreasureOnly() in net/minecraft/world/entity/npc/VillagerTrades$EnchantBookForEmeralds
[02:34:27] [main/INFO]: Replaced 1 calls to Enchantment#isTradeable() in net/minecraft/world/entity/npc/VillagerTrades$EnchantBookForEmeralds
[02:34:27] [main/INFO]: Replaced 2 calls to Enchantment#getMaxLevel() in net/minecraft/world/item/EnchantedBookItem
[02:34:27] [main/INFO]: Replaced 1 calls to Enchantment#getMaxLevel() in net/minecraft/world/level/storage/loot/functions/EnchantRandomlyFunction
[02:34:27] [main/INFO]: Replaced 1 calls to Enchantment#isDiscoverable() in net/minecraft/world/level/storage/loot/functions/EnchantRandomlyFunction
[02:34:29] [main/INFO]: BeforeConstant is searching for constants in method with descriptor (Lnet/minecraft/network/chat/Component;Z)V
[02:34:29] [main/INFO]:   BeforeConstant found INTEGER constant: value = 0, intValue = null
[02:34:29] [main/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 0
[02:34:29] [main/INFO]:       BeforeConstant found Insn [ICONST_0] 
[02:34:29] [main/INFO]:   BeforeConstant found INTEGER constant: value = 60, intValue = null
[02:34:29] [main/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 1
[02:34:29] [main/INFO]:       BeforeConstant found IntInsn 60
[02:34:29] [main/WARN]: @Final field f_96540_:Ljava/util/List; in relics.mixins.json:MixinScreen should be final
[02:34:31] [pool-3-thread-1/INFO]: Injected ASMUContainerMenuHook call into ServerPlayer#initMenu
[02:34:32] [pool-3-thread-1/INFO]: Replaced 5 calls to Enchantment#getMaxLevel() in vazkii/quark/content/tools/module/AncientTomesModule
[02:34:32] [pool-3-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[02:34:32] [pool-3-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[02:34:32] [pool-3-thread-1/INFO]: Replaced 2 calls to Enchantment#getMaxLevel() in net/minecraft/world/inventory/AnvilMenu
[02:34:32] [pool-3-thread-1/INFO]: Replaced 1 calls to Enchantment#getMaxLevel() in com/mrcrayfish/goblintraders/Hooks
[02:34:33] [pool-3-thread-1/INFO]: Building unoptimized datafixer
[02:34:34] [pool-3-thread-1/INFO]: Patching FishingHook#catchingFish
[02:34:35] [pool-3-thread-1/INFO]: Replaced 2 calls to Enchantment#getMaxLevel() in net/minecraft/world/item/EnchantedBookItem
[02:34:35] [pool-3-thread-1/INFO]: Replaced 1 calls to Enchantment#getMaxLevel() in net/minecraft/world/level/storage/loot/functions/EnchantRandomlyFunction
[02:34:35] [pool-3-thread-1/INFO]: Replaced 1 calls to Enchantment#isDiscoverable() in net/minecraft/world/level/storage/loot/functions/EnchantRandomlyFunction
[02:34:36] [Render thread/WARN]: Method overwrite conflict for m_85995_ in mixins.oculus.vertexformat.json:block_rendering.MixinBufferBuilder_SeparateAo, previously written by me.jellysquid.mods.sodium.mixin.features.buffer_builder.intrinsics.MixinBufferBuilder. Skipping method.
[02:34:36] [Render thread/WARN]: Assets URL 'union:/C:/Users/one/AppData/Roaming/.minecraft/libraries/net/minecraft/client/1.19.2-20220805.130853/client-1.19.2-20220805.130853-srg.jar%23487!/assets/.mcassetsroot' uses unexpected schema
[02:34:36] [Render thread/WARN]: Assets URL 'union:/C:/Users/one/AppData/Roaming/.minecraft/libraries/net/minecraft/client/1.19.2-20220805.130853/client-1.19.2-20220805.130853-srg.jar%23487!/data/.mcassetsroot' uses unexpected schema
[02:34:36] [Render thread/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[02:34:37] [Render thread/ERROR]: Failed to verify authentication
com.mojang.authlib.exceptions.InvalidCredentialsException: Status: 401
	at com.mojang.authlib.exceptions.MinecraftClientHttpException.toAuthenticationException(MinecraftClientHttpException.java:56) ~[authlib-3.11.49.5.jar%23122!/:?]
	at com.mojang.authlib.yggdrasil.YggdrasilUserApiService.fetchProperties(YggdrasilUserApiService.java:155) ~[authlib-3.11.49.5.jar%23122!/:?]
